# c 2
 787.398    0    2
 790.273    1    2
 804.649    3    2
 830.524    5    2
 867.893    7    2
 916.750    9    2
 977.087   11    2
1048.895   13    2
1132.162   15    2
1226.874   17    2
1333.017   19    2
1450.572   21    2
1579.522   23    2
1719.844   25    2
1871.517   27    2
2034.515   29    2
2208.812   31    2
2394.381   33    2
2591.189   35    2
2799.206   37    2
3018.398   39    2
3248.729   41    2
3490.161   43    2
3742.654   45    2
4006.167   47    2
4280.658   49    2
4566.081   51    2
4862.388   53    2
5169.532   55    2
5487.462   57    2
5816.124   59    2
2346.602    1    2
2360.820    3    2
2386.410    5    2
2423.367    7    2
2471.687    9    2
2531.360   11    2
2602.377   13    2
2684.726   15    2
2778.394   17    2
2883.366   19    2
2999.625   21    2
3127.150   23    2
3265.922   25    2
3415.918   27    2
3577.113   29    2
3749.481   31    2
3932.992   33    2
4127.618   35    2
4333.326   37    2
4550.081   39    2
4777.849   41    2
5016.592   43    2
5266.270   45    2
5526.841   47    2
5798.263   49    2
6080.491   51    2
6373.477   53    2
6677.174   55    2
6991.527   57    2
7316.488   59    2
