# 6
# wavenum, a0, a1, a2, maxerr, temp(maxerr)
# fit to xsec vs ((T-100)/10)^2
 50174.5  1.079E-09  1.153E-06 -1.490E-04  0.02  500.
 50175.0  8.767E-10  4.451E-06 -5.552E-04  0.01  500.
 50175.5  7.798E-10  6.275E-06 -7.950E-04  0.01  500.
 50176.0  1.221E-09  3.512E-06 -4.470E-04  0.01  500.
 50176.5  1.378E-09  3.356E-06 -4.301E-04  0.02  500.
 50177.0  1.833E-09  7.219E-07 -1.083E-04  0.02  500.
 50177.5  2.149E-09 -4.404E-08 -1.632E-05  0.02  500.
 50178.0  2.480E-09 -3.638E-07  1.853E-05  0.03  500.
 50178.5  2.878E-09 -5.723E-07  3.830E-05  0.03  500.
 50179.0  3.375E-09 -7.529E-07  5.367E-05  0.03  500.
 50179.5  4.020E-09 -9.515E-07  6.924E-05  0.03  500.
 50180.0  4.846E-09 -1.152E-06  7.661E-05  0.03  500.
 50180.5  5.969E-09 -1.437E-06  9.407E-05  0.03  500.
 50181.0  7.465E-09 -1.802E-06  1.152E-04  0.03  500.
 50181.5  9.409E-09 -2.247E-06  1.354E-04  0.04  500.
 50182.0  1.187E-08 -2.852E-06  1.722E-04  0.04  500.
 50182.5  1.446E-08 -3.485E-06  2.117E-04  0.04  500.
 50183.0  1.633E-08 -3.882E-06  2.217E-04  0.03  500.
 50183.5  1.685E-08 -4.075E-06  2.460E-04  0.04  500.
 50184.0  1.587E-08 -3.959E-06  2.614E-04  0.03  500.
 50184.5  1.404E-08 -3.662E-06  2.720E-04  0.03  500.
 50185.0  1.225E-08 -3.412E-06  2.911E-04  0.03  500.
 50185.5  1.116E-08 -3.449E-06  3.511E-04  0.02  500.
 50186.0  1.078E-08 -3.687E-06  4.270E-04  0.01  500.
 50186.5  1.143E-08 -4.407E-06  5.781E-04  0.01  300.
 50187.0  1.327E-08 -5.705E-06  8.177E-04  0.03  300.
 50187.5  1.594E-08 -7.312E-06  1.098E-03  0.04  300.
 50188.0  1.807E-08 -8.180E-06  1.230E-03  0.04  300.
 50188.5  1.930E-08 -7.782E-06  1.128E-03  0.02  300.
 50189.0  1.975E-08 -5.522E-06  7.354E-04  0.01  300.
 50189.5  1.893E-08 -4.664E-06  5.542E-04  0.00  420.
 50190.0  1.718E-08 -5.426E-06  6.862E-04  0.00  420.
 50190.5  1.498E-08 -3.799E-06  4.569E-04  0.00  320.
 50191.0  1.261E-08 -4.147E-06  5.495E-04  0.01  300.
 50191.5  1.073E-08 -4.381E-06  6.298E-04  0.03  300.
 50192.0  9.570E-09 -4.377E-06  6.656E-04  0.04  300.
 50192.5  8.882E-09 -4.465E-06  7.154E-04  0.06  300.
 50193.0  7.982E-09 -4.208E-06  6.896E-04  0.08  300.
 50193.5  6.857E-09 -3.666E-06  6.051E-04  0.08  300.
 50194.0  5.842E-09 -3.129E-06  5.164E-04  0.09  300.
 50194.5  4.704E-09 -2.448E-06  3.995E-04  0.08  300.
 50195.0  3.738E-09 -1.857E-06  2.965E-04  0.06  300.
 50195.5  3.093E-09 -1.483E-06  2.329E-04  0.05  300.
 50196.0  2.670E-09 -1.257E-06  1.961E-04  0.05  300.
 50196.5  2.379E-09 -1.113E-06  1.736E-04  0.05  300.
 50197.0  2.191E-09 -1.041E-06  1.646E-04  0.06  300.
 50197.5  2.076E-09 -1.014E-06  1.637E-04  0.07  500.
 50198.0  2.027E-09 -1.034E-06  1.714E-04  0.09  500.
 50198.5  2.061E-09 -1.114E-06  1.909E-04  0.12  500.
 50199.0  2.182E-09 -1.262E-06  2.235E-04  0.16  500.
 50199.5  2.367E-09 -1.455E-06  2.643E-04  0.21  500.
 50200.0  2.506E-09 -1.599E-06  2.946E-04  0.24  500.
 50200.5  2.536E-09 -1.650E-06  3.060E-04  0.26  500.
 50201.0  2.472E-09 -1.615E-06  3.002E-04  0.27  500.
 50201.5  2.339E-09 -1.523E-06  2.831E-04  0.26  500.
 50202.0  2.132E-09 -1.364E-06  2.521E-04  0.24  500.
 50202.5  1.924E-09 -1.200E-06  2.198E-04  0.21  500.
 50203.0  1.788E-09 -1.094E-06  1.988E-04  0.19  500.
 50203.5  1.734E-09 -1.054E-06  1.909E-04  0.18  500.
 50204.0  1.752E-09 -1.073E-06  1.949E-04  0.17  500.
 50204.5  1.830E-09 -1.141E-06  2.082E-04  0.18  300.
 50205.0  1.977E-09 -1.263E-06  2.318E-04  0.20  300.
 50205.5  2.207E-09 -1.448E-06  2.677E-04  0.23  300.
 50206.0  2.554E-09 -1.722E-06  3.200E-04  0.27  300.
 50206.5  3.092E-09 -2.141E-06  3.994E-04  0.32  300.
 50207.0  3.940E-09 -2.791E-06  5.216E-04  0.38  300.
 50207.5  5.313E-09 -3.833E-06  7.161E-04  0.46  300.
 50208.0  7.323E-09 -5.335E-06  9.935E-04  0.54  300.
 50208.5  9.370E-09 -6.855E-06  1.273E-03  0.59  300.
 50209.0  1.062E-08 -7.772E-06  1.441E-03  0.61  300.
 50209.5  1.169E-08 -8.557E-06  1.583E-03  0.62  300.
 50210.0  1.303E-08 -9.528E-06  1.760E-03  0.62  300.
 50210.5  1.345E-08 -9.829E-06  1.814E-03  0.62  300.
 50211.0  1.185E-08 -8.650E-06  1.599E-03  0.60  300.
 50211.5  9.061E-09 -6.591E-06  1.222E-03  0.54  300.
 50212.0  6.380E-09 -4.599E-06  8.562E-04  0.47  300.
 50212.5  4.592E-09 -3.255E-06  6.071E-04  0.39  300.
 50213.0  3.501E-09 -2.420E-06  4.510E-04  0.32  300.
 50213.5  2.812E-09 -1.881E-06  3.488E-04  0.26  300.
 50214.0  2.361E-09 -1.523E-06  2.806E-04  0.21  300.
 50214.5  2.045E-09 -1.263E-06  2.300E-04  0.18  300.
 50215.0  1.825E-09 -1.076E-06  1.936E-04  0.14  300.
 50215.5  1.655E-09 -9.240E-07  1.630E-04  0.12  500.
 50216.0  1.542E-09 -8.185E-07  1.419E-04  0.10  500.
 50216.5  1.455E-09 -7.282E-07  1.232E-04  0.08  500.
 50217.0  1.396E-09 -6.597E-07  1.088E-04  0.07  500.
 50217.5  1.350E-09 -5.980E-07  9.542E-05  0.06  500.
 50218.0  1.329E-09 -5.537E-07  8.527E-05  0.04  500.
 50218.5  1.319E-09 -5.146E-07  7.592E-05  0.03  500.
 50219.0  1.320E-09 -4.811E-07  6.754E-05  0.02  500.
 50219.5  1.334E-09 -4.548E-07  6.038E-05  0.01  500.
 50220.0  1.363E-09 -4.338E-07  5.390E-05  0.01  420.
 50220.5  1.402E-09 -4.155E-07  4.770E-05  0.00  500.
 50221.0  1.461E-09 -4.062E-07  4.290E-05  0.00  500.
 50221.5  1.526E-09 -3.924E-07  3.659E-05  0.01  400.
 50222.0  1.617E-09 -3.930E-07  3.309E-05  0.01  500.
 50222.5  1.728E-09 -3.920E-07  2.795E-05  0.02  500.
 50223.0  1.859E-09 -3.933E-07  2.289E-05  0.02  400.
 50223.5  2.023E-09 -3.990E-07  1.688E-05  0.02  500.
 50224.0  2.221E-09 -4.084E-07  1.118E-05  0.03  500.
 50224.5  2.475E-09 -4.302E-07  5.547E-06  0.03  500.
 50225.0  2.785E-09 -4.543E-07 -1.204E-06  0.03  500.
 50225.5  3.174E-09 -4.767E-07 -1.273E-05  0.04  500.
 50226.0  3.687E-09 -5.350E-07 -1.873E-05  0.04  500.
 50226.5  4.348E-09 -6.005E-07 -2.992E-05  0.04  500.
 50227.0  5.186E-09 -6.406E-07 -5.686E-05  0.04  500.
 50227.5  6.362E-09 -7.678E-07 -7.406E-05  0.04  500.
 50228.0  7.888E-09 -8.822E-07 -1.102E-04  0.04  500.
 50228.5  9.957E-09 -1.090E-06 -1.451E-04  0.04  500.
 50229.0  1.252E-08 -1.343E-06 -1.881E-04  0.04  500.
 50229.5  1.529E-08 -1.589E-06 -2.436E-04  0.05  500.
 50230.0  1.756E-08 -1.856E-06 -2.716E-04  0.05  500.
 50230.5  1.826E-08 -1.957E-06 -2.729E-04  0.04  500.
 50231.0  1.721E-08 -1.861E-06 -2.601E-04  0.04  500.
 50231.5  1.522E-08 -1.729E-06 -2.119E-04  0.04  500.
 50232.0  1.322E-08 -1.591E-06 -1.662E-04  0.04  500.
 50232.5  1.182E-08 -1.564E-06 -1.176E-04  0.04  500.
 50233.0  1.127E-08 -1.752E-06 -4.945E-05  0.04  500.
 50233.5  1.138E-08 -1.875E-06 -3.124E-05  0.04  500.
 50234.0  1.233E-08 -2.224E-06  1.013E-05  0.04  500.
 50234.5  1.397E-08 -2.684E-06  4.675E-05  0.04  500.
 50235.0  1.591E-08 -3.150E-06  7.040E-05  0.04  500.
 50235.5  1.742E-08 -3.527E-06  9.281E-05  0.04  500.
 50236.0  1.763E-08 -3.611E-06  1.033E-04  0.04  500.
 50236.5  1.630E-08 -3.393E-06  1.126E-04  0.04  500.
 50237.0  1.393E-08 -2.861E-06  8.613E-05  0.04  500.
 50237.5  1.133E-08 -2.325E-06  7.192E-05  0.04  500.
 50238.0  9.060E-09 -1.886E-06  6.905E-05  0.04  500.
 50238.5  7.211E-09 -1.461E-06  4.625E-05  0.04  500.
 50239.0  5.835E-09 -1.174E-06  3.896E-05  0.04  500.
 50239.5  4.790E-09 -9.406E-07  2.896E-05  0.04  500.
 50240.0  4.005E-09 -7.670E-07  2.211E-05  0.04  500.
 50240.5  3.412E-09 -6.432E-07  2.023E-05  0.04  500.
 50241.0  2.952E-09 -5.431E-07  1.709E-05  0.03  500.
 50241.5  2.582E-09 -4.522E-07  1.244E-05  0.03  500.
 50242.0  2.287E-09 -3.787E-07  9.617E-06  0.03  500.
 50242.5  2.048E-09 -3.136E-07  6.611E-06  0.03  500.
 50243.0  1.849E-09 -2.510E-07  3.226E-06  0.03  500.
 50243.5  1.687E-09 -1.959E-07  2.346E-06  0.03  500.
 50244.0  1.543E-09 -1.241E-07 -2.794E-06  0.03  500.
 50244.5  1.422E-09 -4.792E-08 -5.781E-06  0.02  500.
 50245.0  1.304E-09  7.303E-08 -1.555E-05  0.02  500.
 50245.5  1.197E-09  2.463E-07 -2.647E-05  0.02  500.
 50246.0  1.058E-09  5.921E-07 -5.492E-05  0.01  500.
 50246.5  8.505E-10  1.369E-06 -1.150E-04  0.01  500.
 50247.0  3.285E-10  3.872E-06 -3.071E-04  0.00  300.
 50247.5 -1.132E-09  1.119E-05 -8.582E-04  0.00  460.
 50248.0 -6.184E-10  8.541E-06 -6.623E-04  0.00  360.
 50248.5 -5.127E-10  7.683E-06 -5.854E-04  0.00  300.
 50249.0  3.033E-10  3.376E-06 -2.625E-04  0.01  300.
 50249.5  7.005E-10  1.190E-06 -9.321E-05  0.01  380.
 50250.0  8.029E-10  5.407E-07 -4.346E-05  0.01  500.
 50250.5  8.489E-10  2.576E-07 -1.957E-05  0.01  300.
 50251.0  8.643E-10  1.206E-07 -9.812E-06  0.01  500.
 50251.5  8.763E-10  3.629E-08 -2.748E-06  0.01  500.
 50252.0  8.835E-10 -1.687E-08  1.725E-06  0.01  500.
 50252.5  8.908E-10 -5.346E-08  5.007E-06  0.01  300.
 50253.0  9.017E-10 -8.368E-08  8.350E-06  0.01  500.
 50253.5  9.088E-10 -1.002E-07  9.548E-06  0.01  400.
 50254.0  9.198E-10 -1.132E-07  1.053E-05  0.01  320.
 50254.5  9.331E-10 -1.237E-07  1.141E-05  0.01  320.
 50255.0  9.507E-10 -1.328E-07  1.242E-05  0.01  500.
 50255.5  9.698E-10 -1.396E-07  1.332E-05  0.01  300.
 50256.0  9.942E-10 -1.437E-07  1.379E-05  0.01  320.
 50256.5  1.021E-09 -1.444E-07  1.405E-05  0.00  300.
 50257.0  1.052E-09 -1.402E-07  1.372E-05  0.01  300.
 50257.5  1.082E-09 -1.218E-07  1.097E-05  0.00  300.
 50258.0  1.125E-09 -9.856E-08  9.082E-06  0.00  300.
 50258.5  1.164E-09 -3.572E-08  1.342E-06  0.00  420.
 50259.0  1.204E-09  9.793E-08 -1.510E-05  0.00  320.
 50259.5  1.236E-09  4.357E-07 -5.594E-05  0.00  380.
 50260.0  1.207E-09  1.632E-06 -2.015E-04  0.01  300.
 50260.5  9.262E-10  5.480E-06 -6.627E-04  0.01  300.
 50261.0  1.035E-09  5.488E-06 -6.668E-04  0.01  320.
 50261.5  1.404E-09  2.659E-06 -3.248E-04  0.01  320.
 50262.0  1.374E-09  4.032E-06 -4.857E-04  0.01  300.
 50262.5  1.793E-09  1.067E-06 -1.268E-04  0.00  380.
 50263.0  2.032E-09  1.777E-08  9.418E-07  0.01  500.
 50263.5  2.248E-09 -3.494E-07  4.823E-05  0.01  500.
 50264.0  2.489E-09 -5.591E-07  7.491E-05  0.02  500.
 50264.5  2.769E-09 -7.225E-07  9.542E-05  0.02  500.
 50265.0  3.124E-09 -9.108E-07  1.242E-04  0.02  500.
 50265.5  3.550E-09 -1.109E-06  1.537E-04  0.03  500.
 50266.0  4.098E-09 -1.370E-06  1.957E-04  0.03  500.
 50266.5  4.799E-09 -1.689E-06  2.446E-04  0.04  500.
 50267.0  5.741E-09 -2.150E-06  3.210E-04  0.04  500.
 50267.5  7.040E-09 -2.818E-06  4.351E-04  0.05  500.
 50268.0  8.933E-09 -3.860E-06  6.187E-04  0.06  500.
 50268.5  1.177E-08 -5.509E-06  9.140E-04  0.08  500.
 50269.0  1.617E-08 -8.203E-06  1.404E-03  0.10  500.
 50269.5  2.245E-08 -1.211E-05  2.119E-03  0.12  500.
 50270.0  2.899E-08 -1.583E-05  2.779E-03  0.12  500.
 50270.5  3.473E-08 -1.843E-05  3.200E-03  0.11  500.
 50271.0  4.064E-08 -2.081E-05  3.567E-03  0.10  500.
 50271.5  4.376E-08 -2.104E-05  3.504E-03  0.08  500.
 50272.0  4.111E-08 -1.761E-05  2.781E-03  0.06  500.
 50272.5  3.443E-08 -1.242E-05  1.769E-03  0.04  500.
 50273.0  2.742E-08 -8.001E-06  9.340E-04  0.02  500.
 50273.5  2.225E-08 -5.484E-06  5.115E-04  0.00  460.
 50274.0  1.907E-08 -4.207E-06  3.133E-04  0.01  500.
 50274.5  1.740E-08 -3.396E-06  1.671E-04  0.01  500.
 50275.0  1.716E-08 -2.990E-06  6.510E-05  0.02  500.
 50275.5  1.812E-08 -2.885E-06 -8.024E-06  0.03  500.
 50276.0  1.987E-08 -2.995E-06 -5.559E-05  0.03  500.
 50276.5  2.142E-08 -3.008E-06 -1.338E-04  0.03  500.
 50277.0  2.201E-08 -3.262E-06 -9.416E-05  0.03  500.
 50277.5  2.098E-08 -3.395E-06 -2.300E-05  0.03  500.
 50278.0  1.907E-08 -3.688E-06  1.292E-04  0.03  500.
 50278.5  1.744E-08 -4.408E-06  3.687E-04  0.02  500.
 50279.0  1.699E-08 -5.797E-06  7.234E-04  0.01  300.
 50279.5  1.753E-08 -7.476E-06  1.102E-03  0.03  300.
 50280.0  1.678E-08 -7.910E-06  1.234E-03  0.05  300.
 50280.5  1.425E-08 -6.825E-06  1.075E-03  0.05  300.
 50281.0  1.104E-08 -5.081E-06  7.864E-04  0.05  300.
 50281.5  8.409E-09 -3.639E-06  5.482E-04  0.04  300.
 50282.0  6.762E-09 -2.785E-06  4.094E-04  0.03  300.
 50282.5  5.873E-09 -2.417E-06  3.586E-04  0.03  300.
 50283.0  5.549E-09 -2.390E-06  3.677E-04  0.04  300.
 50283.5  5.825E-09 -2.787E-06  4.547E-04  0.06  300.
 50284.0  6.722E-09 -3.602E-06  6.124E-04  0.09  300.
 50284.5  7.735E-09 -4.463E-06  7.750E-04  0.12  300.
 50285.0  7.814E-09 -4.615E-06  8.069E-04  0.13  300.
 50285.5  7.117E-09 -4.193E-06  7.344E-04  0.13  300.
 50286.0  6.156E-09 -3.559E-06  6.210E-04  0.12  300.
 50286.5  4.916E-09 -2.722E-06  4.719E-04  0.11  300.
 50287.0  3.992E-09 -2.109E-06  3.636E-04  0.10  500.
 50287.5  3.545E-09 -1.850E-06  3.211E-04  0.11  500.
 50288.0  3.380E-09 -1.792E-06  3.161E-04  0.13  500.
 50288.5  3.297E-09 -1.786E-06  3.198E-04  0.15  500.
 50289.0  3.194E-09 -1.746E-06  3.154E-04  0.16  500.
 50289.5  3.053E-09 -1.659E-06  3.002E-04  0.16  500.
 50290.0  2.892E-09 -1.549E-06  2.802E-04  0.16  500.
 50290.5  2.686E-09 -1.391E-06  2.495E-04  0.15  500.
 50291.0  2.414E-09 -1.168E-06  2.054E-04  0.12  500.
 50291.5  2.130E-09 -9.254E-07  1.562E-04  0.10  500.
 50292.0  1.918E-09 -7.429E-07  1.195E-04  0.07  500.
 50292.5  1.783E-09 -6.249E-07  9.586E-05  0.06  500.
 50293.0  1.693E-09 -5.397E-07  7.850E-05  0.05  500.
 50293.5  1.647E-09 -4.900E-07  6.833E-05  0.04  500.
 50294.0  1.638E-09 -4.699E-07  6.436E-05  0.03  500.
 50294.5  1.652E-09 -4.641E-07  6.273E-05  0.04  500.
 50295.0  1.696E-09 -4.813E-07  6.588E-05  0.04  500.
 50295.5  1.783E-09 -5.333E-07  7.619E-05  0.05  500.
 50296.0  1.922E-09 -6.244E-07  9.423E-05  0.06  500.
 50296.5  2.136E-09 -7.762E-07  1.245E-04  0.07  500.
 50297.0  2.477E-09 -1.036E-06  1.778E-04  0.10  500.
 50297.5  2.956E-09 -1.400E-06  2.493E-04  0.14  500.
 50298.0  3.549E-09 -1.859E-06  3.419E-04  0.17  500.
 50298.5  3.982E-09 -2.165E-06  4.015E-04  0.18  500.
 50299.0  4.153E-09 -2.236E-06  4.144E-04  0.18  500.
 50299.5  4.084E-09 -2.084E-06  3.817E-04  0.16  500.
 50300.0  3.786E-09 -1.711E-06  3.019E-04  0.12  500.
 50300.5  3.383E-09 -1.215E-06  1.947E-04  0.08  500.
 50301.0  3.091E-09 -7.926E-07  1.023E-04  0.04  500.
 50301.5  2.972E-09 -4.899E-07  3.378E-05  0.02  500.
 50302.0  2.988E-09 -2.655E-07 -2.062E-05  0.01  300.
 50302.5  3.121E-09 -9.343E-08 -6.533E-05  0.02  300.
 50303.0  3.341E-09  7.536E-08 -1.132E-04  0.03  300.
 50303.5  3.670E-09  2.311E-07 -1.611E-04  0.03  300.
 50304.0  4.127E-09  3.869E-07 -2.115E-04  0.04  500.
 50304.5  4.754E-09  5.510E-07 -2.696E-04  0.04  500.
 50305.0  5.584E-09  7.668E-07 -3.466E-04  0.04  500.
 50305.5  6.717E-09  1.000E-06 -4.342E-04  0.04  500.
 50306.0  8.227E-09  1.346E-06 -5.627E-04  0.04  500.
 50306.5  1.021E-08  1.828E-06 -7.385E-04  0.04  500.
 50307.0  1.265E-08  2.541E-06 -9.913E-04  0.05  500.
 50307.5  1.557E-08  3.100E-06 -1.209E-03  0.05  500.
 50308.0  1.808E-08  3.682E-06 -1.420E-03  0.05  500.
 50308.5  1.928E-08  3.891E-06 -1.505E-03  0.05  500.
 50309.0  1.884E-08  3.676E-06 -1.438E-03  0.05  500.
 50309.5  1.740E-08  3.356E-06 -1.334E-03  0.05  500.
 50310.0  1.626E-08  2.727E-06 -1.140E-03  0.05  500.
 50310.5  1.579E-08  2.423E-06 -1.053E-03  0.04  500.
 50311.0  1.649E-08  2.133E-06 -1.002E-03  0.05  500.
 50311.5  1.791E-08  2.197E-06 -1.062E-03  0.05  500.
 50312.0  1.969E-08  2.322E-06 -1.139E-03  0.05  500.
 50312.5  2.063E-08  2.541E-06 -1.179E-03  0.04  500.
 50313.0  1.983E-08  2.903E-06 -1.142E-03  0.04  500.
 50313.5  1.721E-08  3.777E-06 -1.030E-03  0.04  500.
 50314.0  1.314E-08  7.051E-06 -9.935E-04  0.03  500.
 50314.5  7.288E-09  1.762E-05 -1.025E-03  0.01  500.
 50315.0  5.424E-09  1.599E-05 -8.305E-04  0.01  500.
 50315.5  4.373E-09  1.305E-05 -6.364E-04  0.01  420.
 50316.0  4.937E-09  6.044E-06 -4.267E-04  0.02  500.
 50316.5  4.945E-09  2.404E-06 -2.680E-04  0.02  500.
 50317.0  4.526E-09  1.203E-06 -1.857E-04  0.02  500.
 50317.5  4.126E-09  6.400E-07 -1.315E-04  0.02  500.
 50318.0  3.839E-09  2.487E-07 -7.363E-05  0.02  500.
 50318.5  3.609E-09 -3.977E-09 -3.358E-05  0.01  500.
 50319.0  3.461E-09 -2.229E-07  7.934E-06  0.01  400.
 50319.5  3.370E-09 -4.048E-07  4.237E-05  0.00  500.
 50320.0  3.364E-09 -6.123E-07  8.624E-05  0.01  500.
 50320.5  3.429E-09 -8.309E-07  1.312E-04  0.02  500.
 50321.0  3.577E-09 -1.085E-06  1.841E-04  0.04  500.
 50321.5  3.830E-09 -1.394E-06  2.476E-04  0.05  500.
 50322.0  4.224E-09 -1.796E-06  3.306E-04  0.07  500.
 50322.5  4.820E-09 -2.338E-06  4.406E-04  0.09  500.
 50323.0  5.710E-09 -3.085E-06  5.903E-04  0.11  500.
 50323.5  7.130E-09 -4.233E-06  8.191E-04  0.15  500.
 50324.0  9.397E-09 -6.006E-06  1.169E-03  0.19  300.
 50324.5  1.318E-08 -8.908E-06  1.739E-03  0.24  300.
 50325.0  1.898E-08 -1.327E-05  2.594E-03  0.29  300.
 50325.5  2.545E-08 -1.804E-05  3.565E-03  0.30  300.
 50326.0  3.101E-08 -2.177E-05  4.466E-03  0.26  300.
 50326.5  3.564E-08 -2.266E-05  5.310E-03  0.18  500.
 50327.0  3.274E-08 -1.724E-05  4.847E-03  0.14  500.
 50327.5  2.399E-08 -1.326E-05  3.478E-03  0.14  500.
 50328.0  1.599E-08 -6.034E-06  2.146E-03  0.11  500.
 50328.5  1.088E-08 -4.556E-06  1.364E-03  0.11  500.
 50329.0  7.916E-09 -3.924E-06  9.144E-04  0.11  500.
 50329.5  6.172E-09 -2.947E-06  6.288E-04  0.10  500.
 50330.0  5.119E-09 -2.224E-06  4.491E-04  0.08  500.
 50330.5  4.440E-09 -1.682E-06  3.209E-04  0.06  500.
 50331.0  3.992E-09 -1.264E-06  2.234E-04  0.05  500.
 50331.5  3.708E-09 -9.353E-07  1.468E-04  0.03  500.
 50332.0  3.543E-09 -6.652E-07  8.365E-05  0.02  500.
 50332.5  3.478E-09 -4.435E-07  3.161E-05  0.01  500.
 50333.0  3.478E-09 -2.074E-07 -2.791E-05  0.01  300.
 50333.5  3.577E-09 -1.590E-08 -7.636E-05  0.01  300.
 50334.0  3.754E-09  1.884E-07 -1.301E-04  0.02  300.
 50334.5  4.013E-09  4.241E-07 -1.936E-04  0.02  300.
 50335.0  4.390E-09  6.788E-07 -2.638E-04  0.03  500.
 50335.5  4.941E-09  9.541E-07 -3.438E-04  0.03  300.
 50336.0  5.667E-09  1.308E-06 -4.458E-04  0.04  500.
 50336.5  6.621E-09  1.796E-06 -5.860E-04  0.04  500.
 50337.0  7.972E-09  2.357E-06 -7.505E-04  0.04  500.
 50337.5  9.781E-09  3.108E-06 -9.736E-04  0.04  500.
 50338.0  1.207E-08  4.094E-06 -1.263E-03  0.05  500.
 50338.5  1.471E-08  5.236E-06 -1.601E-03  0.05  500.
 50339.0  1.717E-08  6.238E-06 -1.904E-03  0.05  500.
 50339.5  1.854E-08  6.757E-06 -2.056E-03  0.05  500.
 50340.0  1.859E-08  6.553E-06 -2.015E-03  0.05  500.
 50340.5  1.786E-08  6.041E-06 -1.892E-03  0.05  500.
 50341.0  1.743E-08  5.494E-06 -1.760E-03  0.05  500.
 50341.5  1.787E-08  5.178E-06 -1.713E-03  0.05  500.
 50342.0  1.899E-08  5.340E-06 -1.804E-03  0.05  500.
 50342.5  2.042E-08  5.393E-06 -1.861E-03  0.05  500.
 50343.0  2.084E-08  5.367E-06 -1.877E-03  0.05  500.
 50343.5  1.957E-08  4.927E-06 -1.731E-03  0.05  500.
 50344.0  1.688E-08  4.258E-06 -1.491E-03  0.05  500.
 50344.5  1.387E-08  3.388E-06 -1.194E-03  0.05  500.
 50345.0  1.104E-08  2.768E-06 -9.759E-04  0.05  500.
 50345.5  8.879E-09  2.168E-06 -7.656E-04  0.05  500.
 50346.0  7.218E-09  1.761E-06 -6.213E-04  0.04  500.
 50346.5  6.006E-09  1.406E-06 -4.990E-04  0.04  500.
 50347.0  5.114E-09  1.127E-06 -4.051E-04  0.04  500.
 50347.5  4.396E-09  9.619E-07 -3.442E-04  0.05  500.
 50348.0  3.866E-09  8.184E-07 -2.950E-04  0.04  500.
 50348.5  3.438E-09  7.193E-07 -2.590E-04  0.04  500.
 50349.0  3.112E-09  6.273E-07 -2.270E-04  0.04  500.
 50349.5  2.854E-09  5.561E-07 -2.018E-04  0.04  500.
 50350.0  2.647E-09  5.060E-07 -1.838E-04  0.04  500.
 50350.5  2.483E-09  4.623E-07 -1.685E-04  0.04  500.
 50351.0  2.356E-09  4.261E-07 -1.564E-04  0.03  500.
 50351.5  2.262E-09  3.907E-07 -1.441E-04  0.04  500.
 50352.0  2.186E-09  3.739E-07 -1.386E-04  0.03  500.
 50352.5  2.138E-09  3.530E-07 -1.318E-04  0.03  500.
 50353.0  2.108E-09  3.433E-07 -1.285E-04  0.03  500.
 50353.5  2.106E-09  3.259E-07 -1.236E-04  0.03  500.
 50354.0  2.125E-09  3.113E-07 -1.199E-04  0.03  500.
 50354.5  2.164E-09  3.078E-07 -1.199E-04  0.03  500.
 50355.0  2.237E-09  3.121E-07 -1.239E-04  0.03  500.
 50355.5  2.371E-09  2.891E-07 -1.216E-04  0.03  500.
 50356.0  2.569E-09  2.793E-07 -1.272E-04  0.03  500.
 50356.5  2.850E-09  2.508E-07 -1.304E-04  0.03  500.
 50357.0  3.112E-09  2.384E-07 -1.360E-04  0.03  500.
 50357.5  3.247E-09  2.586E-07 -1.426E-04  0.03  500.
 50358.0  3.308E-09  3.200E-07 -1.550E-04  0.03  500.
 50358.5  3.334E-09  4.238E-07 -1.763E-04  0.03  500.
 50359.0  3.409E-09  5.284E-07 -1.981E-04  0.03  500.
 50359.5  3.589E-09  6.462E-07 -2.271E-04  0.03  500.
 50360.0  3.895E-09  7.641E-07 -2.584E-04  0.03  500.
 50360.5  4.298E-09  9.391E-07 -3.075E-04  0.03  500.
 50361.0  4.871E-09  1.136E-06 -3.656E-04  0.03  300.
 50361.5  5.607E-09  1.385E-06 -4.374E-04  0.03  500.
 50362.0  6.604E-09  1.717E-06 -5.355E-04  0.03  500.
 50362.5  7.890E-09  2.214E-06 -6.796E-04  0.03  500.
 50363.0  9.709E-09  2.750E-06 -8.402E-04  0.04  500.
 50363.5  1.207E-08  3.526E-06 -1.079E-03  0.04  500.
 50364.0  1.519E-08  4.259E-06 -1.314E-03  0.04  500.
 50364.5  1.888E-08  4.727E-06 -1.513E-03  0.04  500.
 50365.0  2.288E-08  4.302E-06 -1.526E-03  0.03  500.
 50365.5  2.739E-08  2.093E-06 -1.163E-03  0.03  500.
 50366.0  3.214E-08 -1.432E-06 -5.005E-04  0.02  500.
 50366.5  3.409E-08 -2.798E-06 -2.717E-04  0.02  500.
 50367.0  3.292E-08 -1.461E-06 -5.424E-04  0.02  500.
 50367.5  3.019E-08  1.285E-06 -1.086E-03  0.03  500.
 50368.0  2.739E-08  3.243E-06 -1.437E-03  0.03  500.
 50368.5  2.447E-08  3.733E-06 -1.469E-03  0.03  500.
 50369.0  2.138E-08  2.956E-06 -1.212E-03  0.03  500.
 50369.5  1.888E-08  1.268E-06 -7.431E-04  0.03  500.
 50370.0  1.759E-08 -8.290E-07 -2.376E-04  0.01  500.
 50370.5  1.790E-08 -3.490E-06  3.615E-04  0.01  300.
 50371.0  1.887E-08 -6.031E-06  9.163E-04  0.02  300.
 50371.5  1.834E-08 -6.982E-06  1.158E-03  0.04  300.
 50372.0  1.695E-08 -6.960E-06  1.219E-03  0.04  300.
 50372.5  1.543E-08 -6.640E-06  1.215E-03  0.06  300.
