# 6
# wavenum, a0, a1, a2, maxerr, temp(maxerr)
# fit to xsec vs ((T-100)/10)^2
 49743.0  8.740E-10 -1.007E-07  5.283E-06  0.06  200.
 49743.5  1.017E-09 -1.209E-07  6.179E-06  0.07  200.
 49744.0  1.227E-09 -1.525E-07  7.657E-06  0.08  200.
 49744.5  1.485E-09 -1.889E-07  9.296E-06  0.09  200.
 49745.0  1.775E-09 -2.221E-07  1.064E-05  0.08  200.
 49745.5  2.155E-09 -2.602E-07  1.203E-05  0.07  200.
 49746.0  2.740E-09 -3.170E-07  1.406E-05  0.06  200.
 49746.5  3.749E-09 -4.217E-07  1.803E-05  0.05  200.
 49747.0  5.574E-09 -6.082E-07  2.489E-05  0.05  200.
 49747.5  9.038E-09 -9.705E-07  3.872E-05  0.04  200.
 49748.0  1.478E-08 -1.586E-06  6.263E-05  0.04  200.
 49748.5  1.787E-08 -1.878E-06  7.278E-05  0.04  200.
 49749.0  1.425E-08 -1.533E-06  6.067E-05  0.04  200.
 49749.5  9.335E-09 -1.003E-06  3.998E-05  0.04  200.
 49750.0  6.924E-09 -7.539E-07  3.044E-05  0.04  200.
 49750.5  6.446E-09 -7.157E-07  2.918E-05  0.05  200.
 49751.0  7.627E-09 -8.640E-07  3.535E-05  0.05  200.
 49751.5  1.099E-08 -1.255E-06  5.073E-05  0.05  200.
 49752.0  1.687E-08 -1.939E-06  7.782E-05  0.05  200.
 49752.5  1.999E-08 -2.320E-06  9.347E-05  0.05  200.
 49753.0  1.566E-08 -1.813E-06  7.329E-05  0.05  200.
 49753.5  9.718E-09 -1.120E-06  4.576E-05  0.05  200.
 49754.0  5.955E-09 -6.841E-07  2.854E-05  0.05  200.
 49754.5  3.907E-09 -4.409E-07  1.873E-05  0.05  200.
 49755.0  2.785E-09 -3.117E-07  1.366E-05  0.04  200.
 49755.5  2.125E-09 -2.375E-07  1.083E-05  0.05  200.
 49756.0  1.666E-09 -1.803E-07  8.489E-06  0.04  200.
 49756.5  1.371E-09 -1.452E-07  7.113E-06  0.04  200.
 49757.0  1.179E-09 -1.241E-07  6.360E-06  0.04  200.
 49757.5  1.032E-09 -1.061E-07  5.663E-06  0.04  200.
 49758.0  9.241E-10 -9.284E-08  5.178E-06  0.03  200.
 49758.5  8.483E-10 -8.372E-08  4.876E-06  0.03  200.
 49759.0  7.907E-10 -7.556E-08  4.572E-06  0.03  200.
 49759.5  7.509E-10 -6.981E-08  4.399E-06  0.03  200.
 49760.0  7.283E-10 -6.629E-08  4.321E-06  0.03  200.
 49760.5  7.144E-10 -6.270E-08  4.221E-06  0.03  200.
 49761.0  7.192E-10 -6.278E-08  4.336E-06  0.03  200.
 49761.5  7.302E-10 -6.133E-08  4.317E-06  0.02  200.
 49762.0  7.591E-10 -6.325E-08  4.503E-06  0.03  200.
 49762.5  7.972E-10 -6.418E-08  4.608E-06  0.02  200.
 49763.0  8.583E-10 -6.851E-08  4.898E-06  0.02  200.
 49763.5  9.396E-10 -7.357E-08  5.205E-06  0.02  200.
 49764.0  1.057E-09 -8.275E-08  5.705E-06  0.02  200.
 49764.5  1.208E-09 -9.257E-08  6.204E-06  0.02  200.
 49765.0  1.437E-09 -1.109E-07  7.096E-06  0.02  200.
 49765.5  1.787E-09 -1.424E-07  8.583E-06  0.02  200.
 49766.0  2.335E-09 -1.947E-07  1.095E-05  0.02  200.
 49766.5  3.183E-09 -2.651E-07  1.379E-05  0.02  200.
 49767.0  4.747E-09 -4.107E-07  1.972E-05  0.02  200.
 49767.5  7.663E-09 -6.816E-07  3.043E-05  0.02  200.
 49768.0  1.247E-08 -1.129E-06  4.776E-05  0.02  200.
 49768.5  1.559E-08 -1.406E-06  5.882E-05  0.02  200.
 49769.0  1.300E-08 -1.164E-06  5.237E-05  0.03  200.
 49769.5  9.475E-09 -7.806E-07  4.026E-05  0.02  200.
 49770.0  8.729E-09 -6.874E-07  4.141E-05  0.02  200.
 49770.5  1.077E-08 -8.232E-07  5.322E-05  0.02  200.
 49771.0  1.570E-08 -1.161E-06  7.760E-05  0.02  200.
 49771.5  1.940E-08 -1.176E-06  1.039E-04  0.02  200.
 49772.0  1.467E-08  4.353E-07  1.185E-04  0.01  200.
 49772.5  3.637E-09  6.296E-06  2.081E-04  0.01  220.
 49773.0 -2.307E-09  9.124E-06  2.661E-04  0.01  220.
 49773.5 -1.131E-09  5.672E-06  1.710E-04  0.01  220.
 49774.0  1.265E-09  1.665E-06  6.086E-05  0.01  200.
 49774.5  1.496E-09  6.432E-07  3.059E-05  0.01  200.
 49775.0  1.413E-09  3.016E-07  2.001E-05  0.01  200.
 49775.5  1.291E-09  1.526E-07  1.507E-05  0.01  200.
 49776.0  1.189E-09  7.739E-08  1.213E-05  0.01  200.
 49776.5  1.094E-09  4.088E-08  9.911E-06  0.01  200.
 49777.0  1.041E-09  1.567E-08  8.598E-06  0.01  200.
 49777.5  1.016E-09 -9.001E-10  7.605E-06  0.01  200.
 49778.0  1.039E-09 -2.011E-08  7.410E-06  0.01  200.
 49778.5  1.056E-09 -2.637E-08  6.709E-06  0.01  200.
 49779.0  1.149E-09 -4.534E-08  7.032E-06  0.01  200.
 49779.5  1.260E-09 -5.599E-08  6.868E-06  0.02  200.
 49780.0  1.447E-09 -7.490E-08  7.374E-06  0.02  200.
 49780.5  1.739E-09 -1.010E-07  8.174E-06  0.02  200.
 49781.0  2.185E-09 -1.349E-07  9.289E-06  0.01  200.
 49781.5  3.007E-09 -2.141E-07  1.271E-05  0.02  200.
 49782.0  4.400E-09 -3.266E-07  1.689E-05  0.02  200.
 49782.5  6.964E-09 -5.369E-07  2.489E-05  0.02  200.
 49783.0  1.053E-08 -8.302E-07  3.645E-05  0.02  200.
 49783.5  1.173E-08 -8.947E-07  4.072E-05  0.02  200.
 49784.0  1.075E-08 -7.313E-07  3.908E-05  0.02  200.
 49784.5  1.187E-08 -6.190E-07  4.435E-05  0.02  200.
 49785.0  1.563E-08 -1.534E-07  5.887E-05  0.01  200.
 49785.5  1.449E-08  4.629E-06  6.895E-05  0.00  200.
 49786.0  1.092E-08  3.258E-06  4.849E-05  0.01  200.
 49786.5  5.735E-09  3.566E-06  3.250E-05  0.00  200.
 49787.0  4.755E-09  5.376E-07  2.266E-05  0.01  200.
 49787.5  3.587E-09  2.287E-08  1.801E-05  0.01  200.
 49788.0  2.858E-09 -9.305E-08  1.508E-05  0.02  200.
 49788.5  2.458E-09 -1.418E-07  1.396E-05  0.03  200.
 49789.0  2.180E-09 -1.524E-07  1.254E-05  0.03  200.
 49789.5  2.033E-09 -1.611E-07  1.181E-05  0.03  200.
 49790.0  1.994E-09 -1.687E-07  1.139E-05  0.04  200.
 49790.5  2.042E-09 -1.734E-07  1.085E-05  0.03  200.
 49791.0  2.246E-09 -1.860E-07  1.053E-05  0.03  200.
 49791.5  2.749E-09 -2.290E-07  1.161E-05  0.02  200.
 49792.0  3.777E-09 -3.219E-07  1.479E-05  0.02  200.
 49792.5  5.525E-09 -4.672E-07  1.939E-05  0.02  200.
 49793.0  7.809E-09 -6.705E-07  2.647E-05  0.02  200.
 49793.5  1.098E-08 -9.648E-07  3.733E-05  0.02  200.
 49794.0  1.357E-08 -1.206E-06  4.601E-05  0.02  200.
 49794.5  1.119E-08 -9.803E-07  3.742E-05  0.02  200.
 49795.0  7.336E-09 -6.439E-07  2.553E-05  0.02  200.
 49795.5  5.010E-09 -4.386E-07  1.815E-05  0.02  200.
 49796.0  4.209E-09 -3.729E-07  1.599E-05  0.02  200.
 49796.5  4.586E-09 -4.181E-07  1.808E-05  0.03  200.
 49797.0  5.910E-09 -5.283E-07  2.171E-05  0.02  200.
 49797.5  6.423E-09 -5.846E-07  2.411E-05  0.03  200.
 49798.0  4.842E-09 -4.727E-07  2.082E-05  0.04  200.
 49798.5  3.479E-09 -3.778E-07  1.817E-05  0.06  200.
 49799.0  2.787E-09 -3.163E-07  1.597E-05  0.07  200.
 49799.5  2.479E-09 -2.759E-07  1.415E-05  0.06  200.
 49800.0  2.074E-09 -2.318E-07  1.235E-05  0.07  200.
 49800.5  1.606E-09 -1.935E-07  1.109E-05  0.08  200.
 49801.0  1.213E-09 -1.481E-07  9.190E-06  0.08  200.
 49801.5  9.290E-10 -1.086E-07  7.374E-06  0.07  200.
 49802.0  7.305E-10 -7.931E-08  6.012E-06  0.05  200.
 49802.5  5.984E-10 -6.089E-08  5.205E-06  0.04  200.
 49803.0  4.996E-10 -4.582E-08  4.504E-06  0.04  200.
 49803.5  4.350E-10 -3.788E-08  4.215E-06  0.03  200.
 49804.0  3.802E-10 -3.034E-08  3.912E-06  0.03  200.
 49804.5  3.387E-10 -2.493E-08  3.728E-06  0.03  200.
 49805.0  3.026E-10 -1.980E-08  3.549E-06  0.02  200.
 49805.5  2.760E-10 -1.650E-08  3.476E-06  0.02  200.
 49806.0  2.485E-10 -1.207E-08  3.328E-06  0.02  200.
 49806.5  2.269E-10 -8.874E-09  3.260E-06  0.02  200.
 49807.0  2.136E-10 -7.898E-09  3.338E-06  0.02  200.
 49807.5  1.967E-10 -5.048E-09  3.288E-06  0.02  200.
 49808.0  1.798E-10 -1.928E-09  3.246E-06  0.02  200.
 49808.5  1.660E-10  7.595E-10  3.229E-06  0.01  200.
 49809.0  1.547E-10  2.752E-09  3.272E-06  0.01  200.
 49809.5  1.465E-10  4.231E-09  3.346E-06  0.02  200.
 49810.0  1.348E-10  7.069E-09  3.363E-06  0.01  200.
 49810.5  1.245E-10  9.607E-09  3.415E-06  0.01  200.
 49811.0  1.154E-10  1.198E-08  3.503E-06  0.01  220.
 49811.5  1.108E-10  1.326E-08  3.668E-06  0.02  220.
 49812.0  9.923E-11  1.718E-08  3.718E-06  0.01  200.
 49812.5  9.222E-11  1.993E-08  3.860E-06  0.01  200.
 49813.0  8.378E-11  2.348E-08  3.999E-06  0.01  200.
 49813.5  7.867E-11  2.620E-08  4.251E-06  0.01  220.
 49814.0  7.257E-11  2.950E-08  4.524E-06  0.01  200.
 49814.5  5.896E-11  3.587E-08  4.687E-06  0.01  200.
 49815.0  5.443E-11  3.977E-08  5.102E-06  0.01  200.
 49815.5  4.186E-11  4.716E-08  5.425E-06  0.01  200.
 49816.0  3.016E-11  5.528E-08  5.825E-06  0.01  220.
 49816.5  1.778E-11  6.399E-08  6.500E-06  0.01  220.
 49817.0  5.537E-12  7.471E-08  7.212E-06  0.01  220.
 49817.5 -1.673E-11  9.031E-08  8.094E-06  0.01  220.
 49818.0 -3.486E-11  1.075E-07  9.318E-06  0.01  220.
 49818.5 -6.616E-11  1.330E-07  1.076E-05  0.01  220.
 49819.0 -1.029E-10  1.660E-07  1.283E-05  0.01  220.
 49819.5 -1.588E-10  2.137E-07  1.573E-05  0.01  220.
 49820.0 -2.382E-10  2.833E-07  2.011E-05  0.01  220.
 49820.5 -3.703E-10  3.953E-07  2.681E-05  0.01  220.
 49821.0 -5.461E-10  5.718E-07  3.907E-05  0.01  200.
 49821.5 -9.671E-10  9.349E-07  6.162E-05  0.01  200.
 49822.0 -1.879E-09  1.757E-06  1.130E-04  0.01  220.
 49822.5 -4.819E-09  4.322E-06  2.655E-04  0.01  220.
 49823.0 -1.477E-08  1.327E-05  8.323E-04  0.01  220.
 49823.5 -1.413E-08  1.276E-05  8.093E-04  0.01  220.
 49824.0 -7.229E-09  6.562E-06  4.129E-04  0.01  200.
 49824.5 -2.593E-09  2.379E-06  1.493E-04  0.01  220.
 49825.0 -1.254E-09  1.170E-06  7.342E-05  0.01  200.
 49825.5 -7.142E-10  6.921E-07  4.472E-05  0.01  200.
 49826.0 -4.327E-10  4.555E-07  3.084E-05  0.01  220.
 49826.5 -3.103E-10  3.343E-07  2.256E-05  0.01  220.
 49827.0 -2.238E-10  2.573E-07  1.763E-05  0.01  220.
 49827.5 -1.735E-10  2.102E-07  1.431E-05  0.01  220.
 49828.0 -1.354E-10  1.775E-07  1.221E-05  0.01  200.
 49828.5 -1.119E-10  1.568E-07  1.073E-05  0.01  220.
 49829.0 -9.749E-11  1.452E-07  9.575E-06  0.01  200.
 49829.5 -9.112E-11  1.406E-07  8.809E-06  0.01  200.
 49830.0 -8.803E-11  1.406E-07  8.490E-06  0.01  200.
 49830.5 -9.028E-11  1.477E-07  8.331E-06  0.01  220.
 49831.0 -9.738E-11  1.625E-07  8.478E-06  0.01  220.
 49831.5 -1.195E-10  1.912E-07  8.897E-06  0.01  200.
 49832.0 -1.483E-10  2.366E-07  1.011E-05  0.01  220.
 49832.5 -1.946E-10  3.175E-07  1.206E-05  0.01  220.
 49833.0 -2.292E-10  4.611E-07  1.665E-05  0.01  220.
 49833.5 -1.009E-10  7.479E-07  2.829E-05  0.01  200.
 49834.0 -1.029E-09  1.787E-06  5.300E-05  0.01  200.
 49834.5 -5.682E-09  6.622E-06  1.609E-04  0.01  200.
 49835.0 -9.293E-09  1.080E-05  2.661E-04  0.01  220.
 49835.5 -7.010E-09  7.831E-06  1.887E-04  0.01  220.
 49836.0 -2.413E-09  2.788E-06  6.902E-05  0.01  200.
 49836.5 -8.463E-10  1.022E-06  2.879E-05  0.00  200.
 49837.0 -4.499E-10  5.476E-07  1.579E-05  0.01  200.
 49837.5 -2.455E-10  3.340E-07  1.166E-05  0.01  220.
 49838.0 -1.584E-10  2.317E-07  8.975E-06  0.01  220.
 49838.5 -1.022E-10  1.690E-07  7.683E-06  0.01  220.
 49839.0 -6.914E-11  1.309E-07  6.652E-06  0.01  220.
 49839.5 -3.960E-11  1.020E-07  6.194E-06  0.01  200.
 49840.0 -2.685E-11  8.495E-08  5.595E-06  0.01  220.
 49840.5 -6.269E-12  6.797E-08  5.535E-06  0.01  220.
 49841.0  6.377E-12  5.647E-08  5.334E-06  0.01  220.
 49841.5  1.292E-11  4.884E-08  5.119E-06  0.02  200.
 49842.0  2.505E-11  4.072E-08  5.077E-06  0.02  220.
 49842.5  3.910E-11  3.252E-08  5.159E-06  0.02  220.
 49843.0  5.196E-11  2.603E-08  5.210E-06  0.03  220.
 49843.5  6.831E-11  1.904E-08  5.359E-06  0.03  220.
 49844.0  9.233E-11  1.034E-08  5.656E-06  0.04  220.
 49844.5  1.211E-10  1.177E-09  6.010E-06  0.05  220.
 49845.0  1.734E-10 -1.402E-08  6.738E-06  0.06  220.
 49845.5  2.613E-10 -3.842E-08  8.018E-06  0.09  220.
 49846.0  4.172E-10 -8.021E-08  1.029E-05  0.14  220.
 49846.5  6.463E-10 -1.398E-07  1.355E-05  0.20  220.
 49847.0  7.826E-10 -1.751E-07  1.549E-05  0.24  220.
 49847.5  7.078E-10 -1.567E-07  1.447E-05  0.22  220.
 49848.0  6.406E-10 -1.406E-07  1.362E-05  0.21  220.
 49848.5  6.331E-10 -1.389E-07  1.355E-05  0.21  220.
 49849.0  5.654E-10 -1.216E-07  1.264E-05  0.19  220.
 49849.5  4.396E-10 -8.742E-08  1.078E-05  0.14  220.
 49850.0  4.551E-10 -7.835E-08  1.011E-05  0.10  220.
 49850.5  3.182E-10 -4.742E-08  8.563E-06  0.08  220.
 49851.0  3.753E-10 -5.239E-08  8.781E-06  0.06  220.
 49851.5  1.716E-10 -1.406E-08  7.043E-06  0.05  220.
 49852.0  1.653E-10 -1.051E-08  6.957E-06  0.04  220.
 49852.5  2.572E-10 -2.573E-08  7.837E-06  0.04  220.
 49853.0  9.172E-11  5.445E-09  6.507E-06  0.03  220.
 49853.5  6.193E-11  1.208E-08  6.385E-06  0.03  220.
 49854.0  4.923E-11  1.537E-08  6.452E-06  0.03  220.
 49854.5  4.138E-11  1.818E-08  6.566E-06  0.03  220.
 49855.0  3.467E-11  2.077E-08  6.730E-06  0.02  220.
 49855.5  3.173E-11  2.250E-08  6.979E-06  0.02  220.
 49856.0  2.909E-11  2.431E-08  7.270E-06  0.02  200.
 49856.5  2.513E-11  2.686E-08  7.560E-06  0.02  220.
 49857.0  2.076E-11  3.028E-08  7.811E-06  0.02  220.
 49857.5  1.951E-11  3.243E-08  8.245E-06  0.02  220.
 49858.0  1.674E-11  3.520E-08  8.739E-06  0.02  220.
 49858.5  1.524E-11  3.827E-08  9.300E-06  0.02  220.
 49859.0  1.575E-11  4.054E-08  1.011E-05  0.02  220.
 49859.5  1.352E-11  4.432E-08  1.092E-05  0.02  220.
 49860.0  4.240E-12  5.219E-08  1.154E-05  0.02  220.
 49860.5  4.278E-12  5.712E-08  1.265E-05  0.02  220.
 49861.0  2.227E-12  6.371E-08  1.393E-05  0.02  220.
 49861.5 -1.622E-12  7.185E-08  1.549E-05  0.02  220.
 49862.0 -5.012E-12  8.187E-08  1.740E-05  0.02  220.
 49862.5 -4.557E-12  9.238E-08  1.995E-05  0.02  220.
 49863.0 -1.391E-11  1.097E-07  2.290E-05  0.02  220.
 49863.5 -2.160E-11  1.306E-07  2.687E-05  0.02  220.
 49864.0 -3.286E-11  1.586E-07  3.217E-05  0.02  220.
 49864.5 -5.270E-11  1.991E-07  3.932E-05  0.02  220.
 49865.0 -5.835E-11  2.491E-07  5.040E-05  0.02  220.
 49865.5 -1.561E-10  3.542E-07  6.564E-05  0.01  200.
 49866.0 -2.976E-10  5.238E-07  9.152E-05  0.02  220.
 49866.5 -5.337E-10  7.964E-07  1.360E-04  0.02  220.
 49867.0 -1.159E-09  1.370E-06  2.206E-04  0.02  220.
 49867.5 -3.008E-09  2.914E-06  4.317E-04  0.02  220.
 49868.0 -9.972E-09  8.277E-06  1.125E-03  0.01  220.
 49868.5 -2.268E-08  1.807E-05  2.415E-03  0.01  220.
 49869.0 -1.524E-08  1.239E-05  1.697E-03  0.01  220.
 49869.5 -5.346E-09  4.676E-06  6.664E-04  0.02  220.
 49870.0 -2.233E-09  2.044E-06  2.921E-04  0.01  220.
 49870.5 -1.089E-09  1.103E-06  1.658E-04  0.01  220.
 49871.0 -5.910E-10  6.797E-07  1.068E-04  0.01  220.
 49871.5 -3.392E-10  4.625E-07  7.677E-05  0.02  220.
 49872.0 -2.485E-10  3.591E-07  5.775E-05  0.02  220.
 49872.5 -1.653E-10  2.850E-07  4.700E-05  0.02  220.
 49873.0 -8.339E-11  2.321E-07  4.054E-05  0.02  220.
 49873.5 -5.311E-11  2.083E-07  3.597E-05  0.02  220.
 49874.0 -1.170E-11  1.916E-07  3.366E-05  0.02  220.
 49874.5  2.323E-11  1.877E-07  3.274E-05  0.02  220.
 49875.0  3.791E-11  1.999E-07  3.326E-05  0.02  220.
 49875.5  7.272E-11  2.203E-07  3.598E-05  0.02  220.
 49876.0  6.446E-11  2.727E-07  4.089E-05  0.03  220.
 49876.5 -1.025E-10  4.106E-07  4.771E-05  0.02  220.
 49877.0 -3.451E-10  6.418E-07  6.328E-05  0.02  220.
 49877.5 -1.003E-09  1.188E-06  9.335E-05  0.01  200.
 49878.0 -2.598E-09  2.604E-06  1.822E-04  0.01  220.
 49878.5 -9.082E-09  8.328E-06  5.250E-04  0.01  200.
 49879.0 -1.792E-08  1.631E-05  1.046E-03  0.01  220.
 49879.5 -1.217E-08  1.110E-05  7.206E-04  0.01  220.
 49880.0 -4.848E-09  4.474E-06  2.894E-04  0.01  220.
 49880.5 -1.776E-09  1.699E-06  1.171E-04  0.01  200.
 49881.0 -8.882E-10  8.865E-07  6.502E-05  0.02  200.
 49881.5 -5.181E-10  5.456E-07  4.360E-05  0.01  220.
 49882.0 -3.356E-10  3.729E-07  3.239E-05  0.01  220.
 49882.5 -2.242E-10  2.715E-07  2.578E-05  0.01  220.
 49883.0 -1.540E-10  2.060E-07  2.173E-05  0.01  220.
 49883.5 -1.083E-10  1.628E-07  1.882E-05  0.01  220.
 49884.0 -7.428E-11  1.317E-07  1.682E-05  0.02  220.
 49884.5 -4.186E-11  1.058E-07  1.560E-05  0.02  220.
 49885.0 -2.152E-11  8.855E-08  1.447E-05  0.02  220.
 49885.5  8.681E-13  7.290E-08  1.379E-05  0.02  220.
 49886.0  2.720E-11  5.812E-08  1.341E-05  0.02  220.
 49886.5  5.620E-11  4.432E-08  1.324E-05  0.03  220.
 49887.0  9.339E-11  2.884E-08  1.345E-05  0.03  220.
 49887.5  1.484E-10  1.027E-08  1.389E-05  0.04  220.
 49888.0  2.330E-10 -1.494E-08  1.478E-05  0.06  220.
 49888.5  3.883E-10 -5.892E-08  1.692E-05  0.08  220.
 49889.0  6.593E-10 -1.320E-07  2.077E-05  0.12  220.
 49889.5  9.909E-10 -2.190E-07  2.544E-05  0.17  220.
 49890.0  1.064E-09 -2.392E-07  2.639E-05  0.18  220.
 49890.5  9.500E-10 -2.127E-07  2.500E-05  0.17  220.
 49891.0  9.219E-10 -2.063E-07  2.456E-05  0.17  220.
 49891.5  8.391E-10 -1.868E-07  2.362E-05  0.15  220.
 49892.0  6.080E-10 -1.269E-07  2.039E-05  0.12  220.
 49892.5  3.902E-10 -7.077E-08  1.747E-05  0.09  220.
 49893.0  2.439E-10 -3.210E-08  1.550E-05  0.06  220.
 49893.5  1.574E-10 -9.008E-09  1.450E-05  0.04  220.
 49894.0  1.112E-10  3.105E-09  1.412E-05  0.04  220.
 49894.5  7.240E-11  1.430E-08  1.387E-05  0.03  220.
 49895.0  5.032E-11  2.036E-08  1.402E-05  0.02  220.
 49895.5  2.876E-11  2.745E-08  1.409E-05  0.02  220.
 49896.0  1.984E-11  2.982E-08  1.465E-05  0.02  220.
 49896.5  5.825E-12  3.509E-08  1.502E-05  0.02  220.
 49897.0 -3.723E-12  3.854E-08  1.570E-05  0.02  220.
 49897.5 -7.780E-12  4.060E-08  1.656E-05  0.02  220.
 49898.0 -1.943E-11  4.573E-08  1.732E-05  0.02  220.
 49898.5 -2.652E-11  4.983E-08  1.834E-05  0.01  220.
 49899.0 -3.579E-11  5.482E-08  1.949E-05  0.01  220.
 49899.5 -4.643E-11  6.037E-08  2.091E-05  0.01  220.
 49900.0 -5.396E-11  6.547E-08  2.265E-05  0.01  220.
 49900.5 -7.065E-11  7.512E-08  2.438E-05  0.01  220.
 49901.0 -7.745E-11  8.116E-08  2.693E-05  0.01  220.
 49901.5 -9.407E-11  9.201E-08  2.966E-05  0.01  220.
 49902.0 -1.164E-10  1.056E-07  3.311E-05  0.01  220.
 49902.5 -1.389E-10  1.217E-07  3.725E-05  0.01  220.
 49903.0 -1.648E-10  1.396E-07  4.288E-05  0.01  220.
 49903.5 -1.998E-10  1.645E-07  4.989E-05  0.01  220.
 49904.0 -2.463E-10  1.973E-07  5.914E-05  0.01  220.
 49904.5 -3.160E-10  2.461E-07  7.144E-05  0.01  200.
 49905.0 -4.002E-10  3.061E-07  8.983E-05  0.01  220.
 49905.5 -5.333E-10  3.971E-07  1.173E-04  0.01  220.
 49906.0 -7.776E-10  5.619E-07  1.596E-04  0.01  220.
 49906.5 -1.147E-09  8.227E-07  2.359E-04  0.01  220.
 49907.0 -1.797E-09  1.271E-06  3.628E-04  0.01  220.
 49907.5 -3.436E-09  2.371E-06  6.525E-04  0.01  220.
 49908.0 -7.637E-09  5.357E-06  1.506E-03  0.01  200.
 49908.5 -2.143E-08  1.456E-05  4.001E-03  0.01  220.
 49909.0 -2.099E-08  1.443E-05  4.039E-03  0.01  220.
 49909.5 -9.482E-09  6.680E-06  1.911E-03  0.01  220.
 49910.0 -3.976E-09  2.796E-06  7.816E-04  0.01  200.
 49910.5 -2.145E-09  1.502E-06  4.174E-04  0.01  220.
 49911.0 -1.309E-09  9.335E-07  2.580E-04  0.01  220.
 49911.5 -9.228E-10  6.618E-07  1.784E-04  0.01  220.
 49912.0 -6.761E-10  5.043E-07  1.356E-04  0.01  200.
 49912.5 -5.793E-10  4.363E-07  1.085E-04  0.01  200.
 49913.0 -5.295E-10  3.996E-07  9.310E-05  0.01  200.
 49913.5 -4.886E-10  3.789E-07  8.651E-05  0.01  220.
 49914.0 -5.155E-10  4.063E-07  8.247E-05  0.01  220.
 49914.5 -5.802E-10  4.572E-07  8.577E-05  0.01  200.
 49915.0 -6.865E-10  5.496E-07  9.598E-05  0.01  200.
 49915.5 -8.901E-10  7.144E-07  1.190E-04  0.01  220.
 49916.0 -1.362E-09  1.078E-06  1.606E-04  0.01  200.
 49916.5 -2.342E-09  1.837E-06  2.595E-04  0.01  220.
 49917.0 -4.733E-09  3.798E-06  5.264E-04  0.01  220.
 49917.5 -1.503E-08  1.160E-05  1.499E-03  0.01  200.
 49918.0 -2.343E-08  1.838E-05  2.465E-03  0.01  220.
 49918.5 -1.632E-08  1.266E-05  1.692E-03  0.01  220.
 49919.0 -5.787E-09  4.677E-06  6.521E-04  0.01  220.
 49919.5 -2.536E-09  2.023E-06  2.848E-04  0.01  220.
 49920.0 -1.445E-09  1.153E-06  1.651E-04  0.01  220.
 49920.5 -8.670E-10  7.133E-07  1.109E-04  0.01  220.
 49921.0 -5.520E-10  4.787E-07  8.185E-05  0.01  220.
 49921.5 -3.883E-10  3.552E-07  6.368E-05  0.01  220.
 49922.0 -2.859E-10  2.730E-07  5.256E-05  0.01  220.
 49922.5 -1.850E-10  2.087E-07  4.551E-05  0.01  220.
 49923.0 -1.118E-10  1.626E-07  4.057E-05  0.02  220.
 49923.5 -4.593E-11  1.260E-07  3.709E-05  0.02  220.
 49924.0  2.429E-11  9.304E-08  3.480E-05  0.02  220.
 49924.5  1.046E-10  6.258E-08  3.324E-05  0.02  220.
 49925.0  2.198E-10  2.578E-08  3.287E-05  0.03  220.
 49925.5  4.077E-10 -2.436E-08  3.370E-05  0.04  220.
 49926.0  7.724E-10 -1.075E-07  3.674E-05  0.06  220.
 49926.5  1.661E-09 -2.614E-07  4.327E-05  0.07  220.
 49927.0  2.625E-09 -4.186E-07  5.009E-05  0.08  220.
 49927.5  2.184E-09 -3.736E-07  4.784E-05  0.09  220.
 49928.0  1.977E-09 -3.484E-07  4.635E-05  0.09  220.
 49928.5  1.847E-09 -3.233E-07  4.487E-05  0.08  220.
 49929.0  1.102E-09 -2.165E-07  4.000E-05  0.09  220.
 49929.5  6.656E-10 -1.210E-07  3.504E-05  0.06  220.
 49930.0  4.220E-10 -6.392E-08  3.221E-05  0.05  220.
 49930.5  2.897E-10 -3.298E-08  3.107E-05  0.03  220.
 49931.0  2.131E-10 -1.472E-08  3.079E-05  0.03  220.
 49931.5  1.676E-10 -3.286E-09  3.097E-05  0.02  220.
 49932.0  1.468E-10  6.400E-10  3.189E-05  0.02  220.
 49932.5  1.313E-10  4.449E-09  3.298E-05  0.02  220.
 49933.0  1.183E-10  8.884E-09  3.420E-05  0.02  220.
 49933.5  1.153E-10  1.008E-08  3.603E-05  0.02  220.
 49934.0  1.130E-10  1.224E-08  3.797E-05  0.02  220.
 49934.5  1.170E-10  1.270E-08  4.050E-05  0.02  220.
 49935.0  1.257E-10  1.205E-08  4.360E-05  0.02  220.
 49935.5  1.357E-10  1.254E-08  4.709E-05  0.02  220.
 49936.0  1.518E-10  1.135E-08  5.148E-05  0.02  220.
 49936.5  1.742E-10  9.681E-09  5.677E-05  0.02  220.
 49937.0  2.043E-10  6.964E-09  6.330E-05  0.02  220.
 49937.5  2.466E-10  2.594E-09  7.137E-05  0.02  220.
 49938.0  2.892E-10  9.799E-10  8.132E-05  0.02  220.
 49938.5  3.918E-10 -1.629E-08  9.515E-05  0.02  220.
 49939.0  4.596E-10 -1.331E-08  1.111E-04  0.02  220.
 49939.5  6.324E-10 -4.623E-08  1.366E-04  0.02  220.
 49940.0  7.549E-10 -4.237E-08  1.675E-04  0.02  220.
 49940.5  9.508E-10 -5.998E-08  2.166E-04  0.02  220.
 49941.0  1.074E-09 -3.150E-08  2.895E-04  0.02  220.
 49941.5  9.740E-10  7.878E-08  4.152E-04  0.01  220.
 49942.0  5.192E-10  3.453E-07  6.136E-04  0.01  220.
 49942.5  4.425E-11  7.228E-07  1.051E-03  0.01  220.
 49943.0 -3.506E-09  2.572E-06  2.185E-03  0.01  200.
