2.85  0.2124
2.90  0.3291
3.00  0.5237
3.16  0.7221
3.30  0.8280
3.50  0.9106
3.60  0.9301
3.70  0.9384
3.90  0.9297
4.10  0.8970
4.30  0.8487
4.50  0.7890
4.80  0.6803
5.10  0.5461
5.40  0.3922
5.70  0.2349
6.00  0.1330
6.50  0.0437
7.00  0.0156
