  1.693340     11.68401475
  1.799180     10.03161474
  1.905010      8.85147072
  2.010850      7.97996067
  2.116680      7.31870311
  2.328350      6.40557155
  2.450060      6.04979877
  2.540020      5.84601826
  2.651140      5.65348313
  2.751680      5.39456684
  2.852230      5.14840852
  2.963350      4.93872637
  3.048020      4.81430818
  3.175020      4.67234622
  3.386690      4.52098625
  3.704190      4.41081386
  4.127530      4.36011670
  4.339190      4.35092947
  4.656700      4.34456907
  4.974200      4.34207699
  5.291700      4.33937413
